Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Jennifer,Warner,Huff Glens 7225,South Eric,29929,Danmark,DK,19560517-8789,+45,+1-210-273-5280x4541,1956-05-17,True
Olof,Sandström,Kyrktorget 8,Falun,93832,Sverige,SE,19501007-5179,+46,+46 (0)402 879 18,1950-10-07,True
Pål,Sæther,Nguyenlia 10C,Lailaås,8710,Norge,NO,19460914-2216,+47,+4724251958,1946-09-14,True
Andreas,Andersson,Gengatan 241,Göteborg,89453,Sverige,SE,19921130-9665,+46,08-015 107 63,1992-11-30,True
Kristina,Andersson,Villagatan 5,Jönköping,54925,Sverige,SE,19940503-4188,+46,08-703 06 35,1994-05-03,True
Cecilia,Lindgren,Åkerstigen 223,Borlänge,65266,Sverige,SE,19710825-9334,+46,064-28 30 55,1971-08-25,True
Brandi,Martinez,Adams Islands 28929,Andreaburgh,07870,Danmark,DK,19551231-5002,+45,318-559-4620x08737,1955-12-31,True
Carl,Hagström,Nygatan 6,Norrköping,91115,Sverige,SE,19560220-8611,+46,+46 (0)8 228 000 75,1956-02-20,True
Gunnar,Strömberg,Nygatan 9,Helsingborg,11620,Sverige,SE,19870819-2936,+46,+46 (0)10 18 52 66,1987-08-19,True
André,Henriksson,Granvägen 83,Varberg,10927,Sverige,SE,19550805-7459,+46,+46 (0)281 948 95,1955-08-05,True
Johannes,Lundqvist,Idrottsgränd 305,Kalmar,80982,Sverige,SE,19800331-9861,+46,+46 (0)8 972 968 77,1980-03-31,True
Kim,Jensen,Mikkelsengjerdet 4,Gundersen,8852,Norge,NO,19531019-4276,+47,421 55 319,1953-10-19,True
Trine,Andreassen,Nguyenkollen 57,Roarhamn,5761,Norge,NO,19980216-2201,+47,28 70 63 10,1998-02-16,True
Brett,Warren,Jacobson Falls 4184,Warrenborough,34256,Danmark,DK,19770321-4536,+45,(428)338-7994x70586,1977-03-21,True
Mattias,Jensen,Grangatan 122,Uppsala,98724,Sverige,SE,19671012-4914,+46,08-05 21 49,1967-10-12,True
Andrea,Simonsen,Kristensenlia 7E,Thomasborg,0522,Norge,NO,19910819-2390,+47,936 77 649,1991-08-19,True
Ingrid,Olsson,Kyrkvägen 0,Kristianstad,41908,Sverige,SE,19730603-9545,+46,08-932 961 07,1973-06-03,True
Christopher,Stone,Benjamin Key 78190,Sandramouth,34386,Danmark,DK,19921014-6386,+45,001-393-894-7740,1992-10-14,True
Crystal,Anderson,Roberts Trace 790,Alanfurt,64538,Danmark,DK,19480116-2235,+45,527.312.4758x16025,1948-01-16,True
Niklas,Karlsson,Fabriksgränd 883,Alingsås,95366,Sverige,SE,19600419-1828,+46,0873-36 46 77,1960-04-19,True
Daniel,Ruud,Lienlyngen 88H,Strøm,8018,Norge,NO,19951114-0239,+47,56804627,1995-11-14,True
Dennis,Nelson,Cathy Harbors 678,Brettberg,32087,Danmark,DK,19450927-7326,+45,(913)483-7116x417,1945-09-27,True
Unni,Larsen,Gundersenplassen 7A,Halvorsen,8391,Norge,NO,19741127-9869,+47,23027204,1974-11-27,True
Annette,Sköld,Strandvägen 777,Landskrona,35803,Sverige,SE,19700317-1794,+46,015-417 72 24,1970-03-17,True
Ingeborg,Pettersson,Ektorget 26,Borlänge,10009,Sverige,SE,19670830-6972,+46,08-674 91 36,1967-08-30,True
Åsa,Eliasson,Parkstigen 38,Lidköping,12993,Sverige,SE,19480229-9936,+46,08-637 629 67,1948-02-29,True
Andrew,Santos,Teresa Harbors 18284,Michaelchester,04328,Danmark,DK,19920615-0229,+45,874.457.7533,1992-06-15,True
Egil,Paulsen,Antonsenstranda 9,Johanhavn,7305,Norge,NO,19760216-5093,+47,+47 65 54 61 29,1976-02-16,True
Sondre,Bøe,Solbergroa 3E,Bakken,8071,Norge,NO,19880929-2942,+47,14 00 14 32,1988-09-29,True
Hans,Lindberg,Parkgatan 3,Eskilstuna,39335,Sverige,SE,19820628-5835,+46,+46 (0)348 794 76,1982-06-28,True
Sissel,Nygård,Christensenvollen 2C,Rolfmark,3847,Norge,NO,19860505-7748,+47,77 89 75 76,1986-05-05,True
Elisabet,Johansson,Kyrkvägen 64,Luleå,43115,Sverige,SE,19791005-4063,+46,092-99 31 24,1979-10-05,True
Anders,Andresen,Knudsenstubben 71,Sverreås,3200,Norge,NO,19890131-2800,+47,92192082,1989-01-31,True
Anders,Lindström,Storvägen 3,Falun,94127,Sverige,SE,19830212-0741,+46,08-767 799 03,1983-02-12,True
Eric,Patterson,Thomas Stream 49154,West Sandraland,42593,Danmark,DK,19621021-4485,+46,001-728-503-7478x0059,1962-10-21,True
Rebekah,Bennett,Lee Plains 1518,Deannabury,98176,Danmark,DK,19980409-6149,+45,989-582-2876,1998-04-09,True
Lars,Johansson,Nytorget 817,Uppsala,93704,Sverige,SE,19611215-0976,+46,0812-636 00,1961-12-15,True
Katherine,Wright,Erin Road 1475,North John,22387,Danmark,DK,19730906-4513,+45,001-303-344-4233x16806,1973-09-06,True
Ida,Karlsson,Storgatan 0,Östersund,15974,Sverige,SE,19920621-0009,+47,003-968 29 55,1992-06-21,True
Johan,Karlsson,Granstigen 263,Örnsköldsvik,59229,Sverige,SE,19940910-5344,+46,028-43 94 75,1994-09-10,True
Bjørg,Knutsen,Ruudjordet 73G,Øyvindby,1904,Norge,NO,19970113-3060,+47,984 76 602,1997-01-13,True
Beth,Hicks,Jones Street 2463,South Carl,36579,Danmark,DK,19440921-6940,+45,370.968.1388,1944-09-21,True
Alison,Harris,Ryan Extensions 3175,Timothyshire,35084,Danmark,DK,19790310-7915,+45,791-432-1416x015,1979-03-10,True
Jessica,Wright,Lynch Hills 52308,Francohaven,33171,Danmark,DK,19550910-9254,+45,(212)629-3948x4152,1955-09-10,True
Fredrik,Åkesson,Genvägen 09,Sundsvall,88131,Sverige,SE,19431003-6615,+46,08-099 365 94,1943-10-03,True
Sven,Jakobsson,Idrottsgränd 663,Kalmar,93204,Sverige,SE,19780426-6096,+46,+46 (0)01 66 51 83,1978-04-26,True
Michael,Ayers,Anthony Village 3890,West Oliviahaven,70840,Danmark,DK,19540917-0822,+45,(369)554-7636x03605,1954-09-17,True
Magne,Haug,Strandgata 7,Henriksjøen,9863,Norge,NO,19850830-5234,+47,31756125,1985-08-30,True
Rebecca,Johnsson,Furuvägen 73,Luleå,31640,Sverige,SE,19580223-9277,+46,0019-33 03 04,1958-02-23,True
Sandra,Smith,Christopher Land 053,Lake Timothyport,82327,Danmark,DK,19680430-1081,+45,(468)653-3198x2458,1968-04-30,True
Björn,Axelsson,Nyvägen 3,Sandviken,92836,Sverige,SE,19500415-5270,+46,+46 (0)89 34 39 87,1950-04-15,True
Helena,Andersson,Nyvägen 16,Umeå,79650,Sverige,SE,19530614-7591,+46,0908-217 66,1953-06-14,True
Dag,Ruud,Arnesenstranda 6B,Arildøy,6165,Norge,NO,19460303-0551,+47,948 97 017,1946-03-03,True
Anders,Strand,Ellingsenlunden 7,Mathisen,2880,Norge,NO,19771220-6372,+47,93287385,1977-12-20,True
Gunvor,Wikström,Villavägen 57,Falun,95009,Sverige,SE,19710816-6903,+46,+46 (0)92 38 83 50,1971-08-16,True
Thomas,Clark,Jeffery Forest 77238,East Keith,12282,Danmark,DK,19840618-6022,+45,556.652.1108x8311,1984-06-18,True
Sven,Eriksson,Fabriksgatan 911,Eskilstuna,48853,Sverige,SE,19940618-5307,+46,+46 (0)15 43 01 32,1994-06-18,True
Leif,Jacobsen,Hauglandmarka 70,Anitahelle,4788,Norge,NO,19481001-6767,+47,97494422,1948-10-01,True
Jonas,Petersson,Grantorget 062,Motala,71296,Sverige,SE,19970204-6470,+46,+46 (0)8 866 978 07,1997-02-04,True
Åke,Johansson,Ringvägen 61,Lidingö,77911,Sverige,SE,19970504-2090,+46,+46 (0)8 449 221 03,1997-05-04,False
Sonja,Söderberg,Trädgårdsgränd 46,Skövde,11078,Sverige,SE,19731005-5005,+46,+46 (0)8 607 046 05,1973-10-05,True
Gary,Rodriguez,Peters Lock 219,Willistown,78193,Danmark,DK,19621028-0445,+45,(763)843-5387x924,1962-10-28,True
Jenny,Kristensen,Aasenkollen 6,Sivsund,8938,Norge,NO,19400323-9624,+47,95 51 71 82,1940-03-23,True
Frank,Johnsen,Lundemarka 621,Britteid,6026,Norge,NO,19400426-7412,+47,91146627,1940-04-26,True
Lennart,Lindqvist,Furuvägen 1,Ängelholm,27754,Sverige,SE,19570927-5201,+46,08-881 956 99,1957-09-27,True
Stefan,Eriksson,Skogstorget 86,Piteå,45658,Sverige,SE,19731103-4826,+46,0282-48 67 35,1973-11-03,True
Fredrik,Nilsen,Jensenstranda 793,Stinestrøm,0249,Norge,NO,19841109-8967,+47,+47 35 79 29 41,1984-11-09,True
Kristina,Isaksson,Idrottstorget 60,Piteå,27786,Sverige,SE,19541127-5672,+46,08-203 74 52,1954-11-27,True
Håkon,Thorsen,Hansengata 1,Kjetilgrunn,5131,Norge,NO,19731019-5556,+47,42563180,1973-10-19,True
Ingegerd,Johnsson,Genstigen 13,Borlänge,75601,Sverige,SE,19651223-7020,+46,+46 (0)188 810 83,1965-12-23,True
Jesse,Osborne,Lee Mountains 0778,North Jennifer,59855,Danmark,DK,19940519-5412,+45,983-796-8408x642,1994-05-19,True
Karl,Sæther,Kristensenkollen 43,Pedersen,2451,Norge,NO,19490705-4997,+47,47173059,1949-07-05,True
Margareta,Karlsson,Fabriksvägen 2,Örnsköldsvik,46448,Sverige,SE,19470123-1570,+46,+46 (0)8 544 067 65,1947-01-23,True
Maria,Mathisen,Nygårdekra 82,Pettersen,7612,Norge,NO,19921030-7076,+47,71 45 49 31,1992-10-30,True
Elin,Dahl,Eriksenplassen 686,Sørensen,4901,Norge,NO,19860919-2164,+47,95822970,1986-09-19,True
Bo,Johnsson,Nygränd 2,Stockholm,40825,Sverige,SE,19630510-4174,+46,08-483 69 02,1963-05-10,True
Adam,Wade,Myers Plains 5595,Lake Crystalton,21288,Danmark,DK,19980219-4882,+45,+1-549-283-6206x546,1998-02-19,True
Ernst,Gustavsson,Gentorget 5,Uppsala,96655,Sverige,SE,19840331-2671,+46,08-08 27 07,1984-03-31,True
Margareta,Englund,Storgränd 4,Luleå,33740,Sverige,SE,19551120-5744,+46,029-28 41 07,1955-11-20,True
Cameron,Rice,Collins Oval 1814,East Matthewhaven,20748,Danmark,DK,19450405-9173,+45,7625391212,1945-04-05,True
Ingvar,Malm,Parkvägen 2,Göteborg,58356,Sverige,SE,19740508-2721,+46,+46 (0)55 20 48 10,1974-05-08,True
Urban,Bergström,Järnvägsvägen 8,Skellefteå,56192,Sverige,SE,19890126-1784,+46,+46 (0)934 715 58,1989-01-26,True
Jan,Ekman,Ängsgatan 7,Karlskoga,80789,Sverige,SE,19491109-8895,+46,+46 (0)8 426 089 19,1949-11-09,True
Erik,Sundberg,Grantorget 33,Linköping,97714,Sverige,SE,19591206-9413,+46,08-426 36 85,1959-12-06,True
Johan,Pettersson,Parkvägen 952,Borlänge,67141,Sverige,SE,19531006-2947,+46,006-96 46 54,1953-10-06,True
Harry,Molin,Villavägen 8,Kalmar,95402,Sverige,SE,19420408-6853,+46,084-87 10 74,1942-04-08,True
Erik,Karlsson,Industrigatan 597,Göteborg,49243,Sverige,SE,19610414-3415,+46,0959-45 78 79,1961-04-14,True
Ulla,Jonsson,Björkvägen 11,Skellefteå,32198,Sverige,SE,19730626-2498,+46,0762-601 58,1973-06-26,True
Karin,Hedman,Björkgränd 1,Södertälje,58562,Sverige,SE,19431126-4007,+46,060-088 05 87,1943-11-26,True
Marianne,Falk,Järnvägsstigen 28,Sandviken,41513,Sverige,SE,19900323-8047,+46,+46 (0)58 92 58 54,1990-03-23,True
Krister,Höglund,Bäckgränd 416,Luleå,69777,Sverige,SE,19991225-5495,+46,0180-315 14,1999-12-25,True
George,Porter,Jensen Mountains 71708,New Dylanburgh,95553,Danmark,DK,19650811-7851,+45,(223)324-7688,1965-08-11,True
Jørgen,Holm,Kristianseneggen 27,Johnsen,8558,Norge,NO,19810922-2566,47,46630232,1981-09-22,True
Sinikka,Honkanen,Kolukuja 622,Kokemäki,66595,Finland,FI,19580528-039N,+358,+358 276210226,1958-05-28,True
Åse,Jørgensen,Rønningringen 5,Ruud,1825,Norge,NO,19790323-7437,+47,472 09 028,1979-03-23,True
Jonny,Holmberg,Skogsvägen 5,Varberg,84855,Sverige,SE,19520321-0741,+46,08-34 85 84,1952-03-21,True
Ruth,Lundberg,Trädgårdsstigen 662,Halmstad,76890,Sverige,SE,19490612-8196,+46,083-63 43 94,1949-06-12,True
Inga,Sundin,Furugatan 002,Halmstad,88441,Sverige,SE,19790415-6709,+46,+46 (0)02 44 13 35,1979-04-15,True
Gertrud,Sandberg,Furugränd 6,Karlskoga,87352,Sverige,SE,19411227-6888,+46,0084-466 04,1941-12-27,True
Frida,Olsson,Parktorget 577,Kalmar,43337,Sverige,SE,19840417-0989,+46,+46 (0)016 786 56,1984-04-17,True
Trond,Engen,Haugskogen 2A,Hanssen,8569,Norge,NO,19750929-6007,+47,64 49 33 54,1975-09-29,True
Tove,Sivertsen,Pedersenkroken 7,Hagen,2642,Norge,NO,19880809-5893,+47,+47 74 17 25 67,1988-08-09,True
Lars,Larsson,Strandstigen 09,Norrköping,40920,Sverige,SE,19840722-0788,+46,+46 (0)30 67 03 09,1984-07-22,True
Steven,Kim,Stewart Greens 83971,Port Sarahfurt,47091,Danmark,DK,19810406-1889,+45,4726507132,1981-04-06,True
Johanna,Persson,Industrigatan 637,Norrköping,28246,Sverige,SE,19901126-5716,+46,08-187 62 24,1990-11-26,True
Johan,Gustafsson,Ekvägen 21,Göteborg,29911,Sverige,SE,19701122-6185,+46,08-662 952 38,1970-11-22,True
Mathias,Edvardsen,Eliassenlyngen 70,Andresen,7208,Norge,NO,19920518-0138,+47,44654432,1992-05-18,False
Sven,Nilsson,Järnvägsgatan 699,Växjö,65605,Sverige,SE,19690618-6610,+46,08-635 369 17,1969-06-18,True
Maritta,Matilainen,Verkkokuja 532,Jämsä,82325,Finland,FI,19760717-133Y,+358,+358402062059,1976-07-17,True
Elin,Jensen,Åkergatan 1,Trelleborg,34434,Sverige,SE,19710905-0858,+46,08-042 22 09,1971-09-05,True
Carl,Jakobsson,Kyrkgatan 883,Västerås,11339,Sverige,SE,19870720-2922,+46,08-079 34 94,1987-07-20,True
Amanda,Manning,Carrillo Crossroad 6948,Lopezburgh,72442,Danmark,DK,19451202-9573,+45,835-756-2483,1945-12-02,True
Maria,Lundin,Storvägen 522,Gävle,46863,Sverige,SE,19670106-8136,+46,08-00 89 23,1967-01-06,True
Marianne,Andersson,Björkgatan 559,Växjö,10481,Sverige,SE,19520810-9897,+46,+46 (0)621 434 14,1952-08-10,True
Andrea,Christensen,Nygårdgrenda 2,Annemark,1360,Norge,NO,19720909-2778,+47,33 98 37 09,1972-09-09,True
Olav,Solheim,Isaksengata 6,Moe,7034,Norge,NO,19510129-6174,+47,75 73 90 87,1951-01-29,True
Hanna,Eide,Henriksenberget 3,Bøe,0851,Norge,NO,19950901-9071,+47,925 46 934,1995-09-01,True
Ellinor,Karlsson,Fabriksvägen 5,Landskrona,56703,Sverige,SE,19671009-5254,+46,070-75 42 12,1967-10-09,True
Kyle,Adams,Vicki Camp 399,New Brianport,54941,Danmark,DK,19450816-1211,+45,(277)518-9852x327,1945-08-16,True
Marianne,Berggren,Grangatan 1,Trollhättan,80278,Sverige,SE,19710712-0140,+46,0638-139 86,1971-07-12,True
Christina,Garza,Ramirez Land 75835,Emilytown,13823,Danmark,DK,19440628-3355,45,001-692-275-4950x612,1944-06-28,True
Maria,Madsen,Thorsenroa 8,Solheim,6772,Norge,NO,19661209-3644,+47,61929008,1966-12-09,True
Joseph,Garrett,Hayes Ridges 19632,Mortonville,05998,Danmark,DK,19700314-2421,+45,(946)541-6185x0204,1970-03-14,True
Kristin,Davis,Karen Walks 7337,East Brittneyhaven,26187,Danmark,DK,19890708-9730,+45,745-909-5893x141,1989-07-08,True
Jonas,Eriksson,Skogsgatan 0,Malmö,60780,Sverige,SE,19620909-2943,+46,+46 (0)8 428 020 16,1962-09-09,True
Tobias,Vik,Svendsenåsen 5,Kristoffersen,4049,Norge,NO,19700918-9371,+47,+47 58 31 00 01,1970-09-18,True
Ingrid,Nilsson,Industrigränd 12,Piteå,53467,Sverige,SE,19751119-1093,+46,052-758 69 30,1975-11-19,True
Unni,Ali,Sætherflata 37,Mathiasbø,7308,Norge,NO,19510805-0874,+47,96821935,1951-08-05,True
Melissa,Oliver,Roth Ranch 0841,Lake Nicole,79532,Danmark,DK,19490519-2917,+45,449-477-1500,1949-05-19,True
Rasmus,Persson,Furuvägen 492,Karlskrona,32883,Sverige,SE,19470921-3623,+46,+46 (0)8 711 168 79,1947-09-21,True
Louise,Lindström,Stationsstigen 21,Linköping,80268,Sverige,SE,19481028-7531,+46,08-392 564 78,1948-10-28,True
Jesse,Bishop,Derrick Stravenue 49615,Lindaport,62680,Danmark,DK,19860410-4468,+45,(613)636-6467,1986-04-10,True
Gunvor,Karlsson,Nygatan 1,Uppsala,57662,Sverige,SE,19740307-0136,+46,0485-021 81,1974-03-07,True
Pia,Pettersson,Kyrkstigen 068,Borås,89443,Sverige,SE,19400415-8750,+46,045-81 35 28,1940-04-15,True
Jamie,Gonzalez,Williams Groves 0534,Theresashire,87648,Danmark,DK,19701226-1235,+45,603-777-1792,1970-12-26,True
Elizabeth,Wilson,Cynthia Valley 1757,South Natasha,43769,Danmark,DK,19560331-4172,+45,001-548-526-6688,1956-03-31,True
Yvonne,Douglas,Melissa Stream 01926,Saundersport,96172,Danmark,DK,19471128-5575,+45,(253)281-4770,1947-11-28,True
Jonas,Lund,Stationsgatan 368,Umeå,82779,Sverige,SE,19901129-8770,+46,+46 (0)77 21 34 36,1990-11-29,True
Mary,Sullivan,Cameron Spring 56808,West Patricia,43075,Danmark,DK,19840329-8340,+45,991.962.1571x329,1984-03-29,True
Laila,Isaksen,Kristoffersengata 05,Abrahamsen,1406,Norge,NO,19590701-1172,+47,451 73 051,1959-07-01,True
